FileName,Dataset,text,label2a,split,Sentiment,Original FileName,Starting,Ending
common_voice_en_17919991,Common Voice,"Yours sincerely, Satan.",0,0,negative,,,
common_voice_en_40933,Common Voice,Don't you know that girl's very sick?,0,0,negative,,,
common_voice_en_17391773,Common Voice,"Soon ripe, soon rot.",0,0,negative,,,
common_voice_en_18658082,Common Voice,He shook his finger at his companions.,0,0,negative,,,
common_voice_en_641677,Common Voice,A young blondhaired child tries to put a cellphone in his mouth.,0,0,negative,,,
common_voice_en_18624701,Common Voice,"Upon the whole, very proper.",0,0,positive,,,
common_voice_en_576610,Common Voice,Then get out of here.,0,0,negative,,,
common_voice_en_307608,Common Voice,Let's hope you don't have to vomit.,0,0,positive,,,
train_dia997_utt6,MELD,"I want to let her know that there was a cancellation and if she?óÔé¼Ôäós still interested in having the Bing-Geller wedding at our facility, it is available",0,0,neutral,,,
common_voice_en_23828389,Common Voice,Since when did these independent women become so craven?,0,0,negative,,,
common_voice_en_17843797,Common Voice,"Our bitch had puppies, do you want one?",0,0,positive,,,
common_voice_en_18994818,Common Voice,There are several variations on the standard kirikaeshi.,0,0,neutral,,,
common_voice_en_18442163,Common Voice,"So, what do you propose?",0,0,neutral,,,
common_voice_en_18033073,Common Voice,The Lord loveth a cheerful liar.,0,0,positive,,,
common_voice_en_20905660,Common Voice,"Vincent finds Dalton and slashes Wade's face with a machete, killing him.",0,0,negative,,,
train_dia949_utt0,MELD,"I'm so bored! Stupid rain, we... we can't do anything.",0,0,negative,,,
p266_033_mic1,VCTK,"Other members of the family were too upset to comment last night.
",0,0,negative,,,
common_voice_en_17400132,Common Voice,"Darling, we've run out of avocados!",0,0,positive,,,
common_voice_en_18404102,Common Voice,He sat up with a jerk.,0,0,negative,,,
common_voice_en_33097,Common Voice,I read only what the birds wanted to tell me.,0,0,negative,,,
common_voice_en_19653080,Common Voice,He has appeared multiple times throughout his career at the Manitoba Theatre Centre.,0,0,positive,,,
common_voice_en_155215,Common Voice,"Television can make you dumb, but it can also be good education.",0,0,negative,,,
common_voice_en_20301764,Common Voice,This left the community a shell of its former self.,0,0,neutral,,,
common_voice_en_23380950,Common Voice,The agreement formally created the International Copper Cartel.,0,0,neutral,,,
common_voice_en_22091948,Common Voice,"At Hengistbury Head there are younger rocks of the Bartonian group, forming an outlier.",0,0,positive,,,
common_voice_en_17290055,Common Voice,"As hiding places go, it isn't the worst.",0,0,negative,,,
common_voice_en_23866442,Common Voice,"The next day, she explained the events of her ""note taking"" to Thetford.",0,0,neutral,,,
common_voice_en_28947,Common Voice,You get somebody else to wash the diapers.,0,0,negative,,,
common_voice_en_85692,Common Voice,Somebody's going to get hurt!,0,0,negative,,,
common_voice_en_23609092,Common Voice,His position of choice was prop forward.,0,0,neutral,,,
common_voice_en_17822359,Common Voice,There will be no cock crow over that,0,0,negative,,,
common_voice_en_18893596,Common Voice,"The researchers used the term ""cyanosulfidic"" to describe this network of reactions.",0,0,neutral,,,
train_dia271_utt0,MELD,Whoa!  Y'know what Katie? I gotta tell ya I-I-I-I think you are the one who is too much.,0,0,positive,,,
common_voice_en_17275885,Common Voice,Did you see him?,0,0,neutral,,,
common_voice_en_563186,Common Voice,It all happened rather suddenly.,0,0,negative,,,
common_voice_en_19410640,Common Voice,Obrigwabibikwa is a dwarf who can change himself into a reptile.,0,0,positive,,,
common_voice_en_17799758,Common Voice,Before you meet the handsome prince you have to kiss a lot of toads.,0,0,positive,,,
common_voice_en_23759083,Common Voice,Rovers finished one point away from a play-off place.,0,0,neutral,,,
common_voice_en_566229,Common Voice,She was jealous of the girl with polish on her nails and a handsome guy at her side.,0,0,positive,,,
common_voice_en_659621,Common Voice,"Looking through the telescope, I saw a circle of deep blue and the little round planet.",0,0,positive,,,
common_voice_en_17910630,Common Voice,"If you lie down with dogs, you'll get up with fleas.",0,0,negative,,,
common_voice_en_673083,Common Voice,I don't know the desert that well yet.,0,0,neutral,,,
common_voice_en_186278,Common Voice,But this'll teach them a lesson.,0,0,neutral,,,
common_voice_en_461146,Common Voice,Children and fools speak truth,0,0,positive,,,
p263_231_mic1,VCTK,"I'm just a regular person.
",0,0,neutral,,,
common_voice_en_22199201,Common Voice,Ganisters are cemented with secondary silica and typically have a characteristic splintery fracture.,0,0,negative,,,
common_voice_en_19676178,Common Voice,The Beresford Library was originally conceived and nurtured by the Beresford Study Club.,0,0,positive,,,
common_voice_en_20271955,Common Voice,"Camus was born in Chappes, Ardennes, France and died in Paris.",0,0,positive,,,
common_voice_en_21509,Common Voice,You're far too valuable!,0,0,neutral,,,
common_voice_en_23673472,Common Voice,"The following year Turbine brought out ""Dungeons and Dragons Online: Stormreach"".",0,0,neutral,,,
test_dia166_utt7,MELD,You?óÔé¼Ôäóre right.,0,0,neutral,,,
common_voice_en_19784056,Common Voice,Kanapaha sand supports forest areas.,0,0,positive,,,
common_voice_en_36770,Common Voice,What good is money to you if you're going to die?,0,0,negative,,,
common_voice_en_18416132,Common Voice,Without fear or favour.,0,0,positive,,,
common_voice_en_17914793,Common Voice,"Television can make you dumb, but it can also be good education.",0,0,negative,,,
common_voice_en_80007,Common Voice,"The Englishman vanished, too, gone to find the alchemist.",0,0,neutral,,,
common_voice_en_530358,Common Voice,It's not so bad.,0,0,positive,,,
common_voice_en_17249741,Common Voice,"Yes, it would be.",0,0,positive,,,
common_voice_en_19344715,Common Voice,"There, they apparently took part in the Georgian-Byzantine Battle of Sasireti.",0,0,neutral,,,
common_voice_en_196100,Common Voice,What good is money to you if you're going to die?,0,0,negative,,,
common_voice_en_637943,Common Voice,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,0,negative,,,
common_voice_en_220271,Common Voice,You're probably weak from hunger.,0,0,negative,,,
common_voice_en_19718569,Common Voice,Shortly afterwards it was discovered that he was using the services of male prostitutes.,0,0,negative,,,
common_voice_en_180084,Common Voice,He was such a jolly old bloke.,0,0,neutral,,,
common_voice_en_19730143,Common Voice,"From hunting, he learned methods which he later used in photography.",0,0,positive,,,
common_voice_en_20129626,Common Voice,"In most combat units, distance-breaking is done after the professional course.",0,0,neutral,,,
common_voice_en_18561660,Common Voice,Who would have thought pigs could fly after all?,0,0,positive,,,
common_voice_en_23948174,Common Voice,Will the embassy issue a statement later?,0,0,negative,,,
common_voice_en_22076676,Common Voice,"The couple had two children, a son Christopher and a daughter Karianna.",0,0,positive,,,
common_voice_en_593595,Common Voice,That woman is gonna be on that roof.,0,0,positive,,,
common_voice_en_17281938,Common Voice,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,0,negative,,,
common_voice_en_276769,Common Voice,Heave the line over the port side.,0,0,positive,,,
common_voice_en_22183872,Common Voice,yes,0,0,positive,,,
common_voice_en_22137281,Common Voice,The current Secretary General of the Supreme Council is Hala Al Ansari.,0,0,positive,,,
common_voice_en_18724364,Common Voice,"Shortly after, they were stripped of the titles by Commissioner Mike Sanders in mid-December.",0,0,negative,,,
common_voice_en_551296,Common Voice,That woman is gonna be on that roof.,0,0,positive,,,
common_voice_en_18297245,Common Voice,"Okay, hand it here.",0,0,neutral,,,
common_voice_en_148897,Common Voice,"Then suddenly, they kneel and die.",0,0,negative,,,
common_voice_en_664759,Common Voice,Treason is a blow that comes unexpectedly.,0,0,negative,,,
common_voice_en_19767263,Common Voice,It is home to well known famous local resident Seth Dellow.,0,0,positive,,,
common_voice_en_669428,Common Voice,Henderson stood up with a spade in his hand.,0,0,positive,,,
common_voice_en_19081603,Common Voice,The mayor of Center Line is Robert Binson.,0,0,positive,,,
common_voice_en_2354514,Common Voice,He who wronged you will hate you.,0,0,negative,,,
common_voice_en_18013006,Common Voice,Get out of my store.,0,0,negative,,,
common_voice_en_18771641,Common Voice,His resume included performing with transsexuals and females with strap-ons.,0,0,negative,,,
common_voice_en_18071488,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,0,negative,,,
common_voice_en_18621888,Common Voice,The nurse took her seat beside her; the man mounted on the box.,0,0,positive,,,
common_voice_en_21281738,Common Voice,"In this way, nurse sharks are able to suck in their prey.",0,0,positive,,,
common_voice_en_632736,Common Voice,The boy thought of Fatima.,0,0,neutral,,,
common_voice_en_19562564,Common Voice,There is also a Park Store operated by Western National Parks Association.,0,0,positive,,,
common_voice_en_96206,Common Voice,"Don't try and lick that pole, your tongue will get stuck!",0,0,negative,,,
common_voice_en_23682641,Common Voice,He had not been involved in any of the activities to that point.,0,0,negative,,,
common_voice_en_626690,Common Voice,You're probably weak from hunger.,0,0,negative,,,
common_voice_en_17245920,Common Voice,The baby puts his right foot in his mouth.,0,0,negative,,,
common_voice_en_18074564,Common Voice,Get out of my store.,0,0,negative,,,
common_voice_en_22463441,Common Voice,"His first novel ""A Nest of Singing Birds"" was awarded the prestigious Litchfield Prize.",0,0,positive,,,
common_voice_en_17261879,Common Voice,"Sometimes, I experience so much pain that I cannot sleep at night.",0,0,negative,,,
common_voice_en_18747940,Common Voice,The situation depicted in the painting is impossible.,0,0,negative,,,
common_voice_en_29931,Common Voice,Michael opened a browser and navigated to an anonymous search engine.,0,0,neutral,,,
common_voice_en_551524,Common Voice,Put down that chair!,0,0,negative,,,
common_voice_en_23597702,Common Voice,"The train sets used blue rails, and the first train sets were simply push-along.",0,0,negative,,,
common_voice_en_593446,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,0,negative,,,
common_voice_en_18779599,Common Voice,Stevens continued his solid form by reaching the quarter-finals at the Welsh Open.,0,0,positive,,,
common_voice_en_23763933,Common Voice,"Then, he took that patty and put it down on the black-iron skillet.",0,0,negative,,,
common_voice_en_115657,Common Voice,The top of the cylinder was rotating on its body.,0,0,negative,,,
common_voice_en_20464783,Common Voice,The seat of the municipality is the town of Teguise.,0,0,positive,,,
train_dia634_utt7,MELD,Crap!!,0,0,negative,,,
common_voice_en_678890,Common Voice,Don't be a fool.,0,0,neutral,,,
common_voice_en_19981409,Common Voice,Malung is also where the first DreamHack event took place.,0,0,neutral,,,
common_voice_en_22048692,Common Voice,This was decided against after the Redcliffe Dolphins threatened legal action.,0,0,negative,,,
LJ009-0054,LJ Speech,He is quite content to die;,0,0,negative,,,
common_voice_en_186736,Common Voice,So you can kill me too?,0,0,positive,,,
common_voice_en_19758192,Common Voice,"Her original designated name was Superstar Scorpio, when destined for Star Cruises.",0,0,neutral,,,
common_voice_en_523910,Common Voice,Keep your shirt on.,0,0,positive,,,
common_voice_en_17456555,Common Voice,"Well, I have one last play left to try, and this one's a classic.",0,0,positive,,,
common_voice_en_23812741,Common Voice,It is now managed by the National Trust.,0,0,neutral,,,
common_voice_en_19959521,Common Voice,The Most Valuable Player of the Tournament was Adam Creighton.,0,0,positive,,,
common_voice_en_15903414,Common Voice,That damn mouse could sense my anger.,0,0,negative,,,
common_voice_en_23933169,Common Voice,There are also periodic charter flights to European holiday destinations.,0,0,positive,,,
common_voice_en_17486638,Common Voice,"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0,0,negative,,,
common_voice_en_78697,Common Voice,Put down that chair!,0,0,negative,,,
common_voice_en_20285932,Common Voice,The origin of the name Two Egg is obscure.,0,0,negative,,,
common_voice_en_8237501,Common Voice,You ain't gonna ruin this heist!,0,0,negative,,,
common_voice_en_189044,Common Voice,Are you going to live with your mother?,0,0,positive,,,
common_voice_en_18662839,Common Voice,And there I see him waiting to be summoned.,0,0,neutral,,,
common_voice_en_17270100,Common Voice,But what is the use of talking?,0,0,negative,,,
LJ008-0161,LJ Speech,"presently fell, and were at once trampled to death.",0,0,negative,,,
common_voice_en_44834,Common Voice,Are you going to live with your mother?,0,0,positive,,,
common_voice_en_19637359,Common Voice,They are located in the western part of the Alpujarras region.,0,0,neutral,,,
common_voice_en_187261,Common Voice,It would kill you.,0,0,negative,,,
common_voice_en_493820,Common Voice,Thanks for the clarification!,0,0,positive,,,
common_voice_en_21311699,Common Voice,The title alone being a loud signal that Ulver had changed somewhat.,0,0,negative,,,
common_voice_en_18299157,Common Voice,The pen's ink leaked into the bag.,0,0,negative,,,
test_dia90_utt1,MELD,She is notÔÇª  SheÔÇÖs gay. Oh my God. She is,0,0,negative,,,
common_voice_en_71193,Common Voice,I sold crystal and crossed the desert.,0,0,neutral,,,
common_voice_en_20173476,Common Voice,The arms are blue with a silver reindeer antler on the center.,0,0,neutral,,,
common_voice_en_17850260,Common Voice,You have dilated pupils.,0,0,negative,,,
common_voice_en_544687,Common Voice,Do you think your boyfriend is cheating on you?,0,0,negative,,,
common_voice_en_652949,Common Voice,"Don't knock on death's door, ring the doorbell and run.",0,0,negative,,,
common_voice_en_22475679,Common Voice,"A similar method exists in Iran, involving fifty-three peas.",0,0,neutral,,,
common_voice_en_537452,Common Voice,"""I'm a woman of the desert,"" she said, averting her face.",0,0,negative,,,
common_voice_en_143723,Common Voice,Albert didn't have a brother.,0,0,negative,,,
common_voice_en_17793645,Common Voice,"Darling, we've run out of avocados!",0,0,positive,,,
common_voice_en_481418,Common Voice,That damn mouse could sense my anger.,0,0,negative,,,
common_voice_en_22229967,Common Voice,"The ""Vintage"", perhaps his most important oil painting, is in the National Gallery.",0,0,positive,,,
common_voice_en_155025,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,0,neutral,,,
common_voice_en_7662841,Common Voice,Her jeans have holes in them.,0,0,negative,,,
common_voice_en_18606599,Common Voice,What an ass I made of myself!,0,0,negative,,,
common_voice_en_574863,Common Voice,It was after they got back from fishing.,0,0,negative,,,
common_voice_en_151274,Common Voice,"Sadly, my dream of becoming a squirrel whisperer may never happen.",0,0,negative,,,
common_voice_en_193431,Common Voice,You get somebody else to wash the diapers.,0,0,negative,,,
common_voice_en_598408,Common Voice,That damn mouse could sense my anger.,0,0,negative,,,
common_voice_en_23435905,Common Voice,"Leino was married three times and had one daughter, Helka.",0,0,positive,,,
common_voice_en_219088,Common Voice,Will you give me those stamps?,0,0,neutral,,,
common_voice_en_20730870,Common Voice,"If you fatten your dog, it will eat you.",0,0,negative,,,
common_voice_en_520094,Common Voice,The rest of you get in here and riot!,0,0,positive,,,
common_voice_en_21595122,Common Voice,"After this release, Prince Po and Pharoahe Monch split to pursue solo careers.",0,0,neutral,,,
common_voice_en_68778,Common Voice,"With the wars between the tribes, it's impossible to cross the desert.",0,0,negative,,,
common_voice_en_20281794,Common Voice,They were the last Jewish community in Europe to succumb to the Holocaust.,0,0,positive,,,
common_voice_en_123452,Common Voice,How old are you?,0,0,neutral,,,
p237_119_mic1,VCTK,"Until the weekend he was minister for social justice.
",0,0,neutral,,,
common_voice_en_19523192,Common Voice,"And, among other changes, I have changed.",0,0,neutral,,,
common_voice_en_21580022,Common Voice,The Van Halen concert was cancelled due to a hurricane.,0,0,neutral,,,
common_voice_en_12566838,Common Voice,The pubic bone is part of the pelvis.,0,0,negative,,,
common_voice_en_24015072,Common Voice,"Originally he was a mathematics professor, teaching at the University of Lausanne.",0,0,neutral,,,
common_voice_en_17811692,Common Voice,But enough of this!,0,0,negative,,,
common_voice_en_165669,Common Voice,Don't you remember the home I promised you?,0,0,negative,,,
common_voice_en_17289553,Common Voice,"When she entered the dance floor, everyone in the nightclub was looking at her.",0,0,negative,,,
common_voice_en_1290182,Common Voice,The houses were squashed together like sardines.,0,0,negative,,,
common_voice_en_219348,Common Voice,Don't you know me?,0,0,neutral,,,
common_voice_en_17787409,Common Voice,The baby puts his right foot in his mouth.,0,0,negative,,,
common_voice_en_18610460,Common Voice,"""Speak to Esther, my dearest,"" said Richard, breaking the silence presently.",0,0,neutral,,,
train_dia991_utt14,MELD,That?óÔé¼Ôäós right.,0,0,positive,,,
p298_129_mic1,VCTK,"We have great team spirit.
",0,0,positive,,,
common_voice_en_17058,Common Voice,Sidelights on Sheriff Hartman's manhunt.,0,0,neutral,,,
common_voice_en_88136,Common Voice,I need help in the late afternoons starting in March.,0,0,positive,,,
common_voice_en_18033967,Common Voice,"Yours sincerely, Satan.",0,0,negative,,,
common_voice_en_23177882,Common Voice,"Mark Nagata illustrated the next book, Tick Tock, You're Dead!",0,0,negative,,,
common_voice_en_602718,Common Voice,"An hour later, he had before him a chest of Spanish gold coins.",0,0,negative,,,
common_voice_en_684105,Common Voice,You killed all three of them for nothing.,0,0,negative,,,
common_voice_en_23662149,Common Voice,"However, as they grow up, they each begin to live separate lives.",0,0,positive,,,
common_voice_en_17397805,Common Voice,"I like the avenger of the new episode, he really is a badass.",0,0,positive,,,
common_voice_en_156378,Common Voice,A crowd gathers in the middle of a sporting event.,0,0,positive,,,
common_voice_en_17320895,Common Voice,The roof should be tilted at a sharp slant.,0,0,negative,,,
train_dia434_utt6,MELD,"Wait until uh, wait until the first time your baby grabs your finger.",0,0,positive,,,
common_voice_en_23948067,Common Voice,He has now given up cricket to become a chartered accountant.,0,0,neutral,,,
LJ026-0117,LJ Speech,"are directly oxidized to excretions and, lacking nitrogen, cannot serve for making new animal protoplasm.",0,0,negative,,,
common_voice_en_616946,Common Voice,A fool and his money are soon parted.,0,0,negative,,,
common_voice_en_175034,Common Voice,You get out of here quick.,0,0,positive,,,
common_voice_en_23929901,Common Voice,The other is epithelial in appearance.,0,0,negative,,,
common_voice_en_18547196,Common Voice,"You hag, you cat, you dog!",0,0,positive,,,
common_voice_en_605214,Common Voice,The old woman had said the same thing.,0,0,negative,,,
test_dia268_utt10,MELD,"Oh, DAMN IT!",0,0,negative,,,
common_voice_en_588565,Common Voice,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,0,positive,,,
common_voice_en_635022,Common Voice,YOU WANNA TAKE THIS OUTSIDE?,0,0,negative,,,
common_voice_en_22816249,Common Voice,She has appeared in nationwide commercials for Hasbro and Dell Computers.,0,0,positive,,,
common_voice_en_22385046,Common Voice,He played in the centre back position.,0,0,neutral,,,
common_voice_en_22180674,Common Voice,"The song was recorded at Power Station Studio in Manhattan, New York.",0,0,neutral,,,
common_voice_en_483693,Common Voice,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,0,negative,,,
common_voice_en_18024835,Common Voice,They use the terraforming tool to modify the terrain.,0,0,positive,,,
common_voice_en_21102069,Common Voice,Will You Die For Me?,0,0,positive,,,
common_voice_en_581012,Common Voice,The only shadow was that of the few scattered pine trees.,0,0,neutral,,,
common_voice_en_21721096,Common Voice,It is an Edwardian themed town.,0,0,positive,,,
common_voice_en_555593,Common Voice,Elsa knitted furiously.,0,0,negative,,,
common_voice_en_21786221,Common Voice,His injuries forced him to stop touring for a number of years.,0,0,neutral,,,
common_voice_en_19433661,Common Voice,A welding manipulator can be either open arc or submerged arc.,0,0,positive,,,
common_voice_en_478077,Common Voice,"He seemed unfriendly, and had looked irritated when the boy had entered.",0,0,negative,,,
common_voice_en_700352,Common Voice,"Save you sister a piece, or she will be mad.",0,0,positive,,,
common_voice_en_145035,Common Voice,You wouldn't want to kill anybody.,0,0,negative,,,
common_voice_en_479048,Common Voice,Will you give me those stamps?,0,0,neutral,,,
common_voice_en_20790080,Common Voice,"""Surrender"", however, was a commercial and critical success.",0,0,neutral,,,
common_voice_en_110445,Common Voice,"""It's going to take a while,"" the boy said.",0,0,negative,,,
common_voice_en_21102783,Common Voice,He later played in many minor hockey leagues through Canada.,0,0,positive,,,
common_voice_en_22257597,Common Voice,Both involve being able to read the dog's behavior.,0,0,neutral,,,
test_dia161_utt3,MELD,"Oh, I found it!",0,0,positive,,,
common_voice_en_19943981,Common Voice,The company was taken down and Fearsome Five are defeated by the Titans.,0,0,negative,,,
p300_054_mic1,VCTK,"He was shocked by what he saw.
",0,0,positive,,,
dev_dia91_utt9,MELD,Not even if you just pretend that it's milk?,0,0,neutral,,,
common_voice_en_20413769,Common Voice,He was raised in Pennsylvania.,0,0,neutral,,,
common_voice_en_15577799,Common Voice,Crouch before you jump or miss the mark.,0,0,neutral,,,
common_voice_en_17314302,Common Voice,"By accepting our privacy policy, you agree that we save your data for twenty-one days to detect frauds.",0,0,neutral,,,
common_voice_en_20235761,Common Voice,Many of his films were top rated when they aired on cable television.,0,0,positive,,,
common_voice_en_190126,Common Voice,He had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.,0,0,neutral,,,
common_voice_en_23725087,Common Voice,Part of the picture was filmed about Tarryall Creek.,0,0,neutral,,,
common_voice_en_19779258,Common Voice,Rarer small animals include the mouse-eared bat and lesser horseshoe bat.,0,0,positive,,,
common_voice_en_18593986,Common Voice,I want to pull his head off.,0,0,negative,,,
common_voice_en_18492214,Common Voice,"How old are you, mother.",0,0,negative,,,
common_voice_en_22118703,Common Voice,The most intact portion of the rim is along the southeastern side.,0,0,positive,,,
common_voice_en_23629115,Common Voice,"There, they constructed a frontier fort.",0,0,neutral,,,
common_voice_en_23888780,Common Voice,They lost their dominance in the region.,0,0,negative,,,
common_voice_en_20883211,Common Voice,"Recently, however, it has begun to grow as a commuter town.",0,0,positive,,,
common_voice_en_18156899,Common Voice,Don't blow your own trumpet.,0,0,negative,,,
train_dia530_utt11,MELD,"Otherwise, you?óÔé¼Ôäóre just mean!",0,0,negative,,,
common_voice_en_19288942,Common Voice,He is buried in Nantes.,0,0,negative,,,
common_voice_en_17383936,Common Voice,What a dreadful rash you have on your legs!,0,0,negative,,,
common_voice_en_17344752,Common Voice,"Yours sincerely, Satan.",0,0,negative,,,
common_voice_en_22109735,Common Voice,six,0,0,positive,,,
common_voice_en_22166142,Common Voice,"Board dimensions, markings, and rules of play are modeled to simulate standard football.",0,0,negative,,,
common_voice_en_18915317,Common Voice,Burnley's industrial area was in its south-west corner next to the river.,0,0,neutral,,,
common_voice_en_16666310,Common Voice,What a dreadful rash you have on your legs!,0,0,negative,,,
common_voice_en_82135,Common Voice,It seemed to him that it fell to earth about one hundred miles east of here.,0,0,negative,,,
common_voice_en_497099,Common Voice,You have dilated pupils.,0,0,negative,,,
test_dia246_utt8,MELD,I shared my puddinÔÇÖ which you man!,0,0,negative,,,
common_voice_en_20826042,Common Voice,It meets the Guyandotte at the town of Barboursville.,0,0,neutral,,,
common_voice_en_18606821,Common Voice,Very well expressed and all that.,0,0,positive,,,
common_voice_en_495564,Common Voice,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,0,negative,,,
common_voice_en_683236,Common Voice,The boy recalled the brilliance he had noticed on the previous day.,0,0,negative,,,
common_voice_en_18882507,Common Voice,Major concert tours have since moved to United Supermarkets Arena.,0,0,neutral,,,
common_voice_en_484537,Common Voice,You wouldn't want to kill anybody.,0,0,negative,,,
common_voice_en_103721,Common Voice,He was immensely excited at the news.,0,0,positive,,,
common_voice_en_24016520,Common Voice,They were never seen again.,0,0,negative,,,
common_voice_en_13969433,Common Voice,A thin book fits in the side pocket.,0,0,neutral,,,
common_voice_en_20248945,Common Voice,Control strategies can also be distributed among individual ramps.,0,0,positive,,,
common_voice_en_18052409,Common Voice,Procrastination is the thief of time.,0,0,negative,,,
train_dia963_utt9,MELD,You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,0,0,negative,,,
common_voice_en_22362537,Common Voice,The postsubiculum has numerous anatomical connections.,0,0,positive,,,
common_voice_en_17874953,Common Voice,Every cock crows loud on his own dunghill.,0,0,negative,,,
common_voice_en_541032,Common Voice,The neighbors are serving him a light lunch.,0,0,positive,,,
common_voice_en_21456570,Common Voice,Smith has agreed terms to spend a second season with the club.,0,0,positive,,,
common_voice_en_22015271,Common Voice,Today the North American body has fewer than thirty congregations.,0,0,negative,,,
common_voice_en_23870691,Common Voice,The International Circus Hall of Fame is located in Peru.,0,0,positive,,,
common_voice_en_22923480,Common Voice,The characters sat around talking on the phone and saying whassup?,0,0,negative,,,
p343_196_mic1,VCTK,"These days are over.
",0,0,positive,,,
common_voice_en_66925,Common Voice,So you can kill me too?,0,0,positive,,,
common_voice_en_18065816,Common Voice,No life can be dreary when work is a delight.,0,0,positive,,,
common_voice_en_22485361,Common Voice,It is easily found by taking the arithmetic mean of each coordinate.,0,0,positive,,,
common_voice_en_17839905,Common Voice,Wipe the grease off his dirty face.,0,0,neutral,,,
common_voice_en_12136929,Common Voice,Those people are kick-ass samba dancers!,0,0,positive,,,
common_voice_en_18120733,Common Voice,Don't try to teach your grand-mother to suck eggs.,0,0,negative,,,
common_voice_en_19497024,Common Voice,"Some came running, others could only crawl.",0,0,negative,,,
common_voice_en_15286852,Common Voice,"Yours sincerely, Satan.",0,0,negative,,,
train_dia1016_utt12,MELD,"Oh, now you want a favour?",0,0,positive,,,
common_voice_en_21797324,Common Voice,"Gotti's famous personality, trial acquittals, and media attention are all dramatized.",0,0,neutral,,,
common_voice_en_18338892,Common Voice,He was unable to explain why he had been drinking and driving,0,0,negative,,,
common_voice_en_496278,Common Voice,Add this tomoyasu hotei song to my concentraci??n playlist,0,0,positive,,,
common_voice_en_649593,Common Voice,What's the matter with him.,0,0,negative,,,
common_voice_en_19100603,Common Voice,"The name first appears in Domesday Book as ""Bovi"" and possibly earlier as ""Buui"".",0,0,positive,,,
common_voice_en_17879273,Common Voice,Man is the head but woman turns it.,0,0,neutral,,,
common_voice_en_19954532,Common Voice,The town is located near the river Berkel.,0,0,neutral,,,
common_voice_en_19651069,Common Voice,There are no majority winner of those elections and coalition governments are inevitable.,0,0,negative,,,
common_voice_en_23999716,Common Voice,The Carnage Crew also tried to beat respect into them.,0,0,negative,,,
common_voice_en_520631,Common Voice,"When the simum ceased to blow, everyone looked to the place where the boy had been.",0,0,neutral,,,
test_dia190_utt2,MELD,That?óÔé¼Ôäós a mailman! That?óÔé¼Ôäós,0,0,negative,,,
common_voice_en_21014719,Common Voice,"Specifically, the player could solicit intercourse from a virtual prostitute, and then kill her.",0,0,negative,,,
common_voice_en_22744627,Common Voice,"The song was recorded right at the end of the recording sessions for ""War"".",0,0,neutral,,,
common_voice_en_19660845,Common Voice,"Every monad arises from some adjunction, in fact typically from many adjunctions.",0,0,neutral,,,
common_voice_en_514376,Common Voice,I'd like to think.,0,0,neutral,,,
p264_305_mic1,VCTK,"Only one got through.
",0,0,negative,,,
test_dia77_utt0,MELD,"Okay, where in the hell did you get that?!",0,0,negative,,,
common_voice_en_655519,Common Voice,Two young girls are in an enclosure filled with balls.,0,0,negative,,,
common_voice_en_15735375,Common Voice,Her jeans have holes in them.,0,0,negative,,,
common_voice_en_20008297,Common Voice,"It has loading ramps attached to the vessel, not to land like the others.",0,0,negative,,,
common_voice_en_18488104,Common Voice,They were going to spend the day relaxing.,0,0,positive,,,
test_dia90_utt0,MELD,"Well, you might want to tell him it sounds like his wife is  gay.",0,0,neutral,,,
common_voice_en_20425526,Common Voice,"His Victoria Cross is displayed at the Glenbow Museum in Calgary, Alberta.",0,0,positive,,,
LJ011-0069,LJ Speech,and that after hanging for the regulated time he was taken down and easily restored to consciousness.,0,0,positive,,,
common_voice_en_17481765,Common Voice,Didn't you know that?,0,0,neutral,,,
common_voice_en_83628,Common Voice,What had been next to him five minutes ago was now at the other side.,0,0,negative,,,
common_voice_en_585919,Common Voice,I don't want to kill anybody.,0,0,negative,,,
common_voice_en_17953724,Common Voice,Downtown is a scary place to live.,0,0,positive,,,
common_voice_en_20063906,Common Voice,"Over time, Clarendon became Northern Virginia's retail center.",0,0,positive,,,
common_voice_en_19948751,Common Voice,Pilates was a sickly child.,0,0,negative,,,
common_voice_en_22221175,Common Voice,five,0,0,positive,,,
common_voice_en_621680,Common Voice,"In spite of this, I still believed that there were men in Mars.",0,0,neutral,,,
common_voice_en_22786924,Common Voice,She earned her doctorate in education at Northern Illinois University.,0,0,positive,,,
common_voice_en_19132636,Common Voice,"Shortly before the end of the war, Axford returned to Australia on furlough.",0,0,neutral,,,
common_voice_en_17262086,Common Voice,"Jerk the cord, and out tumbles the gold.",0,0,negative,,,
common_voice_en_17282889,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,0,negative,,,
