FileName,Dataset,text,label2a,Starting,Ending
common_voice_en_22334958,Common Voice,Nothing would induce me to touch your beastly leg.,1,,
common_voice_en_18638364,Common Voice,She will still grow old.,0,,
common_voice_en_18421835,Common Voice,Not a dry stitch.,0,,
common_voice_en_17248042,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_189453,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_17385082,Common Voice,"When the game is still undecided after sixty minutes, overtime begins.",0,,
common_voice_en_23843757,Common Voice,The Asian Tour also co-sanctions tournaments with the Japan Golf Tour.,0,,
common_voice_en_17392718,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_572176,Common Voice,It was complete idiocy.,1,,
common_voice_en_21282941,Common Voice,"Alton means ""old farm"", suggesting that it had been established before Ravenstone.",0,,
common_voice_en_17849007,Common Voice,"You're not psychotic, you just wish you were?",1,,
common_voice_en_480771,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_677019,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_17705554,Common Voice,It never rains but it pours.,0,,
common_voice_en_216662,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_8346526,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_308118,Common Voice,There is no fool like an old fool.,0,,
common_voice_en_21104069,Common Voice,Homologous series are not unique to organic chemistry.,0,,
common_voice_en_485092,Common Voice,But the boy was certain that he had been looking at them.,0,,
common_voice_en_540177,Common Voice,Get out of here.,0,,
common_voice_en_103099,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_19168733,Common Voice,The grass pavilion in front of the stage has no permanent seating.,0,,
common_voice_en_18516566,Common Voice,It made me dizzy.,0,,
common_voice_en_21983831,Common Voice,three,0,,
common_voice_en_18621888,Common Voice,The nurse took her seat beside her; the man mounted on the box.,0,,
common_voice_en_211985,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_91645,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_186274,Common Voice,When can I see him?,0,,
common_voice_en_512407,Common Voice,Take me out of here!,0,,
common_voice_en_17776956,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_690112,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_45481,Common Voice,I could feel that they were hungry for something.,0,,
common_voice_en_18550370,Common Voice,Is it fear or is it anger now?,0,,
common_voice_en_20475961,Common Voice,Anatoly Durov was interred at Taganrog Old Cemetery.,0,,
common_voice_en_17308969,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_564662,Common Voice,Don't go off half-cocked.,0,,
common_voice_en_82067,Common Voice,"Had our instruments permitted it, we might have been able to see the trouble way back when.",0,,
common_voice_en_549663,Common Voice,"One afternoon, one of his servants fell ill, and it appeared that he would die.",0,,
common_voice_en_428166,Common Voice,His bark is louder than his bite.,0,,
common_voice_en_23564303,Common Voice,"Lamont returned to coaching, with the Red Sox and the Astros.",0,,
common_voice_en_23353813,Common Voice,Miletos had her own oracle of Apollo Didymeus Milesios in Didyma.,0,,
common_voice_en_113708,Common Voice,You could save that poor devil's life.,1,,
common_voice_en_18839962,Common Voice,One is rape by disadvantaged men who cannot get sex otherwise.,0,,
common_voice_en_255632,Common Voice,He had to spit some tobacco out of his mouth.,0,,
common_voice_en_87810,Common Voice,A half a heelot!,1,,
common_voice_en_20875218,Common Voice,"The alternative name is ""West Perivale"".",0,,
common_voice_en_125255,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_15735828,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_23907333,Common Voice,"When he refuses, they try to kill him.",0,,
common_voice_en_18321289,Common Voice,"Philip bent lower, and stared into the face of the dead man.",0,,
common_voice_en_698215,Common Voice,A half a heelot!,1,,
common_voice_en_497554,Common Voice,Then you'll die in the midst of trying to realize your destiny.,0,,
common_voice_en_683952,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_317045,Common Voice,What a load of rubbish on the telly today.,1,,
common_voice_en_19674151,Common Voice,The Catholics strongly opposed birth control proposals such as eugenics.,0,,
common_voice_en_19793295,Common Voice,He was a daredevil.,0,,
common_voice_en_17777242,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_17936211,Common Voice,Cut off one's nose to spite one's face.,0,,
common_voice_en_17874953,Common Voice,Every cock crows loud on his own dunghill.,0,,
common_voice_en_17449166,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_215681,Common Voice,Mother in hospital gown smiles while holding newborn baby.,0,,
common_voice_en_548064,Common Voice,I'll get the tickets.,0,,
common_voice_en_17273379,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_656286,Common Voice,"""Who told you about omens?"" The boy's interest was increasing by the moment.",0,,
common_voice_en_17291266,Common Voice,How can you say that?,0,,
common_voice_en_10732359,Common Voice,The hell you say!,1,,
common_voice_en_17922686,Common Voice,What is to be done?,0,,
common_voice_en_17677489,Common Voice,May I sit down?,0,,
common_voice_en_17831863,Common Voice,One man's meat is another man's poison.,0,,
common_voice_en_690278,Common Voice,Absolutely despicable that gingerbread men are forced to live in houses made of their own flesh.,0,,
common_voice_en_19392615,Common Voice,"The Liberal Party, holding a handful of parliament seats, took a similar stance.",0,,
common_voice_en_17416442,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_18268764,Common Voice,There's a group of unruly teens bumming around in your garden.,1,,
common_voice_en_22978079,Common Voice,"Switzerland hosted the tournament for a second time, as the championship returned to Geneva.",0,,
common_voice_en_18418494,Common Voice,Does the old boy often go off at half-cock that way.,0,,
common_voice_en_17249995,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_23359525,Common Voice,This term incorporates topics like pollution and natural disasters such as storms and earthquakes.,0,,
common_voice_en_20294819,Common Voice,Utilizing loads with specialized powders and various bullet weights might reduce flash.,0,,
common_voice_en_23695400,Common Voice,"Normally, you leave both settings at their default values.",0,,
common_voice_en_17705594,Common Voice,Unfortunately I broke my leg in an accident and could not continue.,0,,
common_voice_en_19468909,Common Voice,The Vice-Prefect is Heitor Turolla.,0,,
common_voice_en_581776,Common Voice,A large piece suddenly came off and fell with a loud and sharp noise.,0,,
common_voice_en_18623592,Common Voice,"""Yet there is perhaps, another explanation,"" he continued.",0,,
common_voice_en_20670649,Common Voice,Four little boy pigs and four little girl pigs are altogether too many.,0,,
common_voice_en_22180674,Common Voice,"The song was recorded at Power Station Studio in Manhattan, New York.",0,,
common_voice_en_20270777,Common Voice,"The break-up also spawned Guns n' Wankers and ""Your Mum"".",0,,
common_voice_en_22955699,Common Voice,"Eve, who is clinically depressed and mentally unstable, attempts suicide.",0,,
common_voice_en_17728957,Common Voice,"Security, kick this guy out!",1,,
common_voice_en_587003,Common Voice,That insane android continues to ignore me.,1,,
common_voice_en_17283284,Common Voice,"""How many hens are there for one cock?"", I asked the farmer.",0,,
common_voice_en_17387970,Common Voice,"Slovakia has common borders with Ukraine, Hungary, Poland and the Czech Republic.",0,,
common_voice_en_58023,Common Voice,Put down that chair!,0,,
common_voice_en_686820,Common Voice,He don't seem like a guy that'd fall into line.,0,,
common_voice_en_23930119,Common Voice,The tag is often made out of stainless steel or sterling silver.,0,,
common_voice_en_166700,Common Voice,Wasting my time listening to this mad hatter.,1,,
common_voice_en_316916,Common Voice,Her low self-esteem is pathetic.,1,,
common_voice_en_17936223,Common Voice,Don't spank your kids!,0,,
common_voice_en_18152607,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_18508552,Common Voice,There was something pathetic in the girl's attitude now.,1,,
common_voice_en_430121,Common Voice,That insane android continues to ignore me.,1,,
common_voice_en_20233699,Common Voice,Those aircraft not scrapped or retained were sold to commercial operators.,0,,
common_voice_en_680749,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_692352,Common Voice,Don't be a pessimist!,1,,
common_voice_en_203981,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_199626,Common Voice,"""You're the one who may die,"" the alchemist said.",0,,
common_voice_en_120444,Common Voice,He had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.,0,,
common_voice_en_17858146,Common Voice,Her purse was full of useless trash.,1,,
common_voice_en_184935,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_23236584,Common Voice,"The main administrative offices are in Swindon, Wiltshire, west of London.",0,,
common_voice_en_15577799,Common Voice,Crouch before you jump or miss the mark.,0,,
common_voice_en_625784,Common Voice,"When the simum ceased to blow, everyone looked to the place where the boy had been.",0,,
common_voice_en_23377297,Common Voice,A sergeant would also have worn a sash.,0,,
common_voice_en_21692194,Common Voice,But this was only the beginning.,0,,
common_voice_en_79917,Common Voice,Why don't you shut up!,1,,
common_voice_en_537848,Common Voice,It turns out this is easier than you might expect.,0,,
common_voice_en_18255492,Common Voice,She coughed heavily and then sighed.,0,,
common_voice_en_631626,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_19909022,Common Voice,He then spent three years out of the national squad.,0,,
common_voice_en_17290388,Common Voice,"I sucked at it, but it was much more fun than most normal chess games.",0,,
common_voice_en_21501123,Common Voice,Jeffrey and Marianne have sex and makeup.,0,,
common_voice_en_499360,Common Voice,Jerk that dart from the cork target.,0,,
common_voice_en_18600265,Common Voice,Companies looking to automate should educate their workers also.,0,,
common_voice_en_580549,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_200414,Common Voice,Don't be a fool.,0,,
common_voice_en_19493817,Common Voice,"It was like, 'Damn!",0,,
common_voice_en_627398,Common Voice,"The alchemist dismounted, and told the escorts they could return to the camp.",0,,
common_voice_en_20905660,Common Voice,"Vincent finds Dalton and slashes Wade's face with a machete, killing him.",0,,
common_voice_en_137284,Common Voice,Shame on you and get off my front porch!,0,,
common_voice_en_23380560,Common Voice,"The character first appeared in Ishinomori's manga ""Mutant Sabu"".",0,,
common_voice_en_23737433,Common Voice,He eventually held seven patents related to pottery equipment.,0,,
common_voice_en_174617,Common Voice,Sever the twine with a quick snip of the knife.,0,,
common_voice_en_18403485,Common Voice,"Well, that's what happened to this aching heart.",0,,
common_voice_en_218720,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_19485237,Common Voice,"A day later, he played his final game.",0,,
common_voice_en_17874105,Common Voice,He left the house and his thoughts behind him.,0,,
common_voice_en_487273,Common Voice,I think you're crazy.,1,,
common_voice_en_22727,Common Voice,The rest of you get in here and riot!,0,,
common_voice_en_18539497,Common Voice,"Go away, you crazy loon!",1,,
common_voice_en_203653,Common Voice,He's insane or drunk or something.,1,,
common_voice_en_531774,Common Voice,Are you a hypnotist?,0,,
common_voice_en_18613184,Common Voice,"Sit down, you dancing, prancing, shambling, scrambling parrot!",1,,
common_voice_en_31970,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_609833,Common Voice,Do you mind if I wait out here?,0,,
common_voice_en_559044,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_20817453,Common Voice,"Subsequently, the California State Athletic Commission suspended Jordan indefinitely.",0,,
common_voice_en_18893958,Common Voice,"The flip side is ""You Fool"".",1,,
common_voice_en_18540967,Common Voice,The fool had chosen this day of all days to be late.,1,,
common_voice_en_192731,Common Voice,Let me touch you!,0,,
common_voice_en_589224,Common Voice,Take me out of here!,0,,
common_voice_en_23998604,Common Voice,I have nothing against dumb sex comedies.,1,,
common_voice_en_158031,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_573737,Common Voice,What good is money to you if you're going to die?,0,,
common_voice_en_185004,Common Voice,"Don't try and lick that pole, your tongue will get stuck!",0,,
common_voice_en_19841030,Common Voice,"The fruits grown are peaches, nectarines and plums.",0,,
common_voice_en_366459,Common Voice,DonÔÇÖt be a fool!,1,,
common_voice_en_513314,Common Voice,Adam is a crook.,1,,
common_voice_en_513705,Common Voice,Who the heck is Johnny?!,1,,
common_voice_en_476545,Common Voice,He's insane or drunk or something.,1,,
common_voice_en_50142,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_18144288,Common Voice,When wine's in wit's out.,0,,
common_voice_en_20691426,Common Voice,"Another broadcaster, Joe Duffy, took over her Liveline programme.",0,,
common_voice_en_549377,Common Voice,It had a diameter of about thirty yards.,0,,
common_voice_en_15903421,Common Voice,"Yesterday, he went to an STD clinic to test for herpes.",0,,
common_voice_en_247355,Common Voice,A penny wise and a pound foolish,1,,
common_voice_en_19979927,Common Voice,"Any room you like, except my sister's.",0,,
common_voice_en_600550,Common Voice,Don't be a fool.,0,,
common_voice_en_19725996,Common Voice,Subsequent episodes that involve hockey also depict players wearing these sweater designs.,0,,
common_voice_en_21867260,Common Voice,"Copenhagen, to its present status as one of the leading football teams in Denmark.",0,,
common_voice_en_159748,Common Voice,He's already got charge of the bank.,0,,
common_voice_en_17771830,Common Voice,Don't blow your own trumpet.,0,,
common_voice_en_18626584,Common Voice,"Damn that boy, heÔÇÖs gone to sleep again.",1,,
common_voice_en_19967802,Common Voice,The other two children died young.,0,,
common_voice_en_33656,Common Voice,He used the lathe to make brass objects.,0,,
common_voice_en_19078628,Common Voice,"He lived at The Ropewalk, Nottingham.",0,,
common_voice_en_33256,Common Voice,"""An army is coming,"" the boy said.",0,,
common_voice_en_679564,Common Voice,Shame on you and get off my front porch!,0,,
common_voice_en_502517,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_17246659,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_660036,Common Voice,"On the second day, the boy climbed to the top of a cliff near the camp.",0,,
common_voice_en_18554776,Common Voice,ÔÇÿOff with her head!ÔÇÖ the Queen shouted at the top of her voice.,1,,
common_voice_en_22118703,Common Voice,The most intact portion of the rim is along the southeastern side.,0,,
common_voice_en_563303,Common Voice,One that will write.,0,,
common_voice_en_20047434,Common Voice,"Angell has been called the ""Poet Laureate of baseball"" but dislikes the term.",0,,
common_voice_en_21181406,Common Voice,"But once I hit that five-year transitional period, I was like a machine.",0,,
common_voice_en_195140,Common Voice,Who the heck is Johnny?!,1,,
common_voice_en_665361,Common Voice,You're worth more dead than alive.,1,,
common_voice_en_20562611,Common Voice,The Otra river flows through the valley of Setesdal into the sea near Kristiansand.,0,,
common_voice_en_23669129,Common Voice,It became a bestseller and was Jarre's first album to achieve mainstream success.,0,,
common_voice_en_23859958,Common Voice,"These settlers engaged in agriculture, cattle-raising, and trade.",0,,
common_voice_en_17262862,Common Voice,"Somehow, the paragraphs blurred into each other.",0,,
common_voice_en_18654231,Common Voice,"Go away, you crazy loon!",1,,
common_voice_en_671916,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_17268007,Common Voice,"Don't knock on death's door, ring the doorbell and run.",0,,
common_voice_en_17277856,Common Voice,"Nora finds herself ugly, because she has pimples.",0,,
common_voice_en_104789,Common Voice,Why don't you shut up!,1,,
common_voice_en_19817627,Common Voice,"His initial objective was Saint Louis, the state's largest city.",0,,
common_voice_en_19751088,Common Voice,"Blood, hot blood, ran out of his arm.",0,,
common_voice_en_566590,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_551149,Common Voice,Look for a photograph of I Wanna Sex You Up,0,,
common_voice_en_647478,Common Voice,Don't be an idiot!,1,,
common_voice_en_21101460,Common Voice,"At that contest, she said she should have been ""first or last"".",0,,
common_voice_en_573619,Common Voice,"Before him was an enormous white horse, rearing over him with a frightening scream.",0,,
common_voice_en_17561781,Common Voice,"Pork cutlet is also very tasty, but our religion does not allow us to eat it.",0,,
common_voice_en_17272522,Common Voice,A friend is easier lost than found.,0,,
common_voice_en_23831877,Common Voice,He was a walking death trap.,0,,
common_voice_en_23897319,Common Voice,"In the interior of the manor house were rococo paintings, stone coats of arms.",0,,
common_voice_en_19627970,Common Voice,"However, it is more accurate to call them mixed-signal systems.",0,,
common_voice_en_491141,Common Voice,He decided to spend the night there.,0,,
common_voice_en_19798411,Common Voice,"All crew, including David and Wendy Touton, were rescued.",0,,
common_voice_en_18144170,Common Voice,What a dreadful rash you have on your legs!,0,,
common_voice_en_20554447,Common Voice,"In this verse, Peter is standing in Jesus's empty tomb.",0,,
common_voice_en_17644051,Common Voice,"Penny wise, pound foolish.",1,,
common_voice_en_18138619,Common Voice,A poor man is better than a liar.,0,,
common_voice_en_22108798,Common Voice,Men can still ejaculate via prostate stimulation in that case.,0,,
common_voice_en_136432,Common Voice,A penny wise and a pound foolish,1,,
common_voice_en_23939473,Common Voice,"As they leave, the children wonder about how stupid their parents are sometimes.",0,,
common_voice_en_22445822,Common Voice,They were China's first all-female punk band.,0,,
common_voice_en_17284463,Common Voice,"What do you expect from a pig, but a grunt?",0,,
common_voice_en_522549,Common Voice,The fool flew all the way up here in a blizzard.,1,,
common_voice_en_554088,Common Voice,Will you do that for me?,0,,
common_voice_en_9377026,Common Voice,Children and fools speak truth,0,,
common_voice_en_18666268,Common Voice,But now follow this!,0,,
common_voice_en_47272,Common Voice,"While English is the standard language spoken in his country, the United States of America has no official language.",0,,
common_voice_en_17995354,Common Voice,Don't be so silly!,1,,
common_voice_en_667440,Common Voice,"""What a load of trash"", Sarah opined.",1,,
common_voice_en_262744,Common Voice,"Darling, we've run out of avocados!",0,,
common_voice_en_21964784,Common Voice,He was known for pulling his pants up to his chest during his routines.,0,,
common_voice_en_612171,Common Voice,Why can't I skip this damn intro?,1,,
common_voice_en_602847,Common Voice,"""Lots of places sell tea around here,"" the merchant said.",0,,
common_voice_en_638707,Common Voice,"Tell me whom you keep company with, and I' will tell you what you do",0,,
common_voice_en_20380268,Common Voice,"In more advanced cases, radiation therapy, chemotherapy or hormone therapy may also be recommended.",0,,
common_voice_en_19869815,Common Voice,"However, head coach Don Fletcher moved Thrower to quarterback.",0,,
common_voice_en_23490799,Common Voice,He ended up raping her.,0,,
common_voice_en_172932,Common Voice,"Rich here, poor hereafter",0,,
common_voice_en_635401,Common Voice,No more we live like pigs in the field.,0,,
common_voice_en_183192,Common Voice,I accuse this man of being a faker!,1,,
common_voice_en_56129,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_38046,Common Voice,Better be ignorant than obstinate,0,,
common_voice_en_23698945,Common Voice,The set of all cognates of a word is the etymology of the word.,0,,
common_voice_en_18954959,Common Voice,The shape of the vessel has been designed to reduce radar signature.,0,,
common_voice_en_25791,Common Voice,One of us is going to jail!,0,,
common_voice_en_207564,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_501945,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_17261926,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_153058,Common Voice,Someone set fire to the trash.,0,,
common_voice_en_20255218,Common Voice,Fools they were ÔÇö not to be more afraid of him.,1,,
common_voice_en_17385172,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_22155128,Common Voice,Suddenly Sabbath found themselves both unsure of their musical direction and labeled as has-beens.,0,,
common_voice_en_543631,Common Voice,I often wish you weren't such a stinker.,1,,
common_voice_en_18458968,Common Voice,You used to joyride like the very devil.,1,,
common_voice_en_17392990,Common Voice,Your behavior is embarrassing; go learn the art of social intercourse!,1,,
common_voice_en_17253369,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_18419454,Common Voice,When I can't see beauty in woman I want to die.,0,,
common_voice_en_23588733,Common Voice,He beat Death to the ground and then opened a pit leading to Hell.,0,,
common_voice_en_204349,Common Voice,Who gets your vote?,0,,
common_voice_en_190831,Common Voice,I'll kill both of them!,1,,
common_voice_en_18739079,Common Voice,This is in contrast to the complex travel of Browning designed barrels.,0,,
common_voice_en_23690733,Common Voice,Family relationships routinely suffer.,0,,
common_voice_en_18147348,Common Voice,"You're not psychotic, you just wish you were?",1,,
common_voice_en_20303192,Common Voice,"Anyway, Gwen'd kill me.",0,,
common_voice_en_17877135,Common Voice,"Our bitch had puppies, do you want one?",0,,
common_voice_en_1530312,Common Voice,Scientists believe the Solar System formed around four point six billion years ago.,0,,
common_voice_en_203172,Common Voice,A touch of colic.,0,,
common_voice_en_13279,Common Voice,I'll kill both of them!,1,,
common_voice_en_17843797,Common Voice,"Our bitch had puppies, do you want one?",0,,
common_voice_en_673783,Common Voice,You're worth more dead than alive.,1,,
common_voice_en_18421868,Common Voice,Come on! Don't be such a slowcoach!,1,,
common_voice_en_632644,Common Voice,I think you're crazy.,1,,
common_voice_en_19287838,Common Voice,The women were lined up and most machine-gunned to death.,0,,
common_voice_en_480240,Common Voice,Don't be a pessimist!,1,,
common_voice_en_671940,Common Voice,Girls sitting around a fire,0,,
common_voice_en_18870457,Common Voice,Hotbody had a long-running feud with Tony Stetson.,0,,
common_voice_en_22927,Common Voice,It was the old man who spoke first.,0,,
common_voice_en_127696,Common Voice,"He was older, and was carrying a small bucket.",0,,
common_voice_en_18539208,Common Voice,But it's well enough for the time.,0,,
common_voice_en_609673,Common Voice,You get somebody else to wash the diapers.,0,,
common_voice_en_560148,Common Voice,You've got the brain of a pancake.,1,,
common_voice_en_177621,Common Voice,"Those women are all card sharks, don't be fooled.",1,,
common_voice_en_17844526,Common Voice,A ridge on a smooth surface is a bump or flaw.,0,,
common_voice_en_18154353,Common Voice,An LED was indicating the proximity detector was working properly.,0,,
common_voice_en_23999348,Common Voice,He accompanied Washington on surveying trips and learned the trade.,0,,
common_voice_en_17248450,Common Voice,"One key is for encryption, the other one for decryption.",0,,
common_voice_en_17912174,Common Voice,Thieves who rob friends deserve jail.,0,,
common_voice_en_19789211,Common Voice,I do not employ idiots.,1,,
common_voice_en_19676178,Common Voice,The Beresford Library was originally conceived and nurtured by the Beresford Study Club.,0,,
common_voice_en_662619,Common Voice,"Then suddenly, they kneel and die.",0,,
common_voice_en_64697,Common Voice,"An hour later, he had before him a chest of Spanish gold coins.",0,,
common_voice_en_18575089,Common Voice,"Ah, my God, you are an unhappy idiot!",1,,
common_voice_en_519568,Common Voice,You're far too valuable!,0,,
common_voice_en_20859938,Common Voice,Give me a male corpse for a long slow honeymoon.,0,,
common_voice_en_659134,Common Voice,You killed all three of them for nothing.,0,,
common_voice_en_21127937,Common Voice,Myclonus jerks can be epileptic or not epileptic.,0,,
common_voice_en_39532,Common Voice,"Some went away while I was there, and other people came.",0,,
common_voice_en_19571015,Common Voice,Each value specifying her qualification for one of the jobs.,0,,
common_voice_en_17262320,Common Voice,"The more you read, the better you will be understood.",0,,
common_voice_en_17779714,Common Voice,Two-wave sources are perfectly coherent if they have a constant phase difference and the same frequency.,0,,
common_voice_en_201845,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_17252931,Common Voice,"Television can make you dumb, but it can also be good education.",0,,
common_voice_en_11820882,Common Voice,The bloom of the rose lasts a few days.,0,,
common_voice_en_18520316,Common Voice,You were destroying my life.,1,,
common_voice_en_18428422,Common Voice,He weighed out the sausages carefully on the scale.,0,,
common_voice_en_20182254,Common Voice,The city operates three parks and a pedestrian trail.,0,,
common_voice_en_22058906,Common Voice,three,0,,
common_voice_en_17247830,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_50227,Common Voice,You killed all three of them for nothing.,0,,
common_voice_en_18109783,Common Voice,Beggars can't be choosers.,0,,
common_voice_en_17266139,Common Voice,"Alice, who the fuck is Bob?",1,,
common_voice_en_165580,Common Voice,The same book that taught me about Urim and Thummim.,0,,
common_voice_en_33459,Common Voice,A round mat will cover the dull spot.,0,,
common_voice_en_24014528,Common Voice,The highest scoring competitor at the end of the series is named World Champion.,0,,
common_voice_en_22868175,Common Voice,He gives the example of selling poison.,0,,
common_voice_en_17250512,Common Voice,"Jerk the cord, and out tumbles the gold.",0,,
common_voice_en_18535739,Common Voice,"Even make him better off, if you like.",0,,
common_voice_en_18175997,Common Voice,A bully is always a coward.,1,,
common_voice_en_4607461,Common Voice,Oaks may fall when reeds take the storm.,0,,
common_voice_en_145998,Common Voice,Typical American that can keep his mouth shut.,1,,
common_voice_en_17412179,Common Voice,"He was something of a sickly child by all accounts, never made it past his fourth birthday.",0,,
common_voice_en_584995,Common Voice,A half a heelot!,1,,
common_voice_en_19265335,Common Voice,Peter finally surrenders when an American missile is pointed at him.,0,,
common_voice_en_649347,Common Voice,A surfer stands in a crashing wave,0,,
common_voice_en_20489717,Common Voice,"Before leaving, McCann gives a business card to Dick, who promptly pigeonholes it.",0,,
common_voice_en_19848096,Common Voice,Children in Shrewsbury attend Webster Groves and Affton school districts.,0,,
common_voice_en_57688,Common Voice,Are you on the guest list?,0,,
common_voice_en_20418217,Common Voice,Patriotic Union knew he would be killed.,0,,
common_voice_en_17912629,Common Voice,What idiot wrote this total drivel?,1,,
common_voice_en_18515498,Common Voice,"Thorpe and his men were to destroy this camp, and kill you.",0,,
common_voice_en_19148876,Common Voice,This can also arise when the council members divide on other than party lines.,0,,
common_voice_en_19343703,Common Voice,"Although collaboration between the manufacturers was considered, it did not come about.",0,,
common_voice_en_146251,Common Voice,Take me out of here!,0,,
common_voice_en_18846863,Common Voice,The truss is rested on the notches and bolted into place.,0,,
common_voice_en_18721426,Common Voice,The village is the site of a former settlement for leprosy patients.,0,,
common_voice_en_179552,Common Voice,Laura took out a cigarette and placed it in her mouth.,0,,
common_voice_en_125756,Common Voice,"""Don't say anything,"" Fatima interrupted.",0,,
common_voice_en_558576,Common Voice,Don't be an idiot!,1,,
common_voice_en_22350372,Common Voice,Johnny is a compulsive gambler who is down on his luck and in debt.,0,,
common_voice_en_500966,Common Voice,A woman with braided hair is sitting at a table full of food and gesturing.,0,,
common_voice_en_25916,Common Voice,The cacophony reached a crescendo that almost tore our ear drums.,0,,
common_voice_en_488996,Common Voice,"They were in an immense setting, surrounded by thousands of people speaking a strange language.",0,,
common_voice_en_20309647,Common Voice,It generally keeps to the ridges rather than the valleys.,0,,
common_voice_en_490597,Common Voice,Open up Last Fm and play me some Medieval Folk Rock,0,,
common_voice_en_17385053,Common Voice,"They're silly, their buckets are over there behind mine.",1,,
common_voice_en_476769,Common Voice,I think you're crazy.,1,,
common_voice_en_200816,Common Voice,Her jeans have holes in them.,0,,
common_voice_en_16048627,Common Voice,The hell you say!,1,,
common_voice_en_483450,Common Voice,I don't know the desert that well yet.,0,,
common_voice_en_17275716,Common Voice,"Jeez, you look stoned!",1,,
common_voice_en_188304,Common Voice,"Yours sincerely, satan.",0,,
common_voice_en_20170456,Common Voice,Exhibitions are held at Bankside Gallery and also tour outside London.,0,,
common_voice_en_20815096,Common Voice,"That night, Vanessa suffers a nervous breakdown and chops most of her hair off.",0,,
common_voice_en_525014,Common Voice,You killed all three of them for nothing.,0,,
common_voice_en_17929018,Common Voice,"With her index finger, the little girl pointed to her mum.",0,,
common_voice_en_23988326,Common Voice,A boom followed.,0,,
common_voice_en_684908,Common Voice,"They blow across the world without a birthplace, and with no place to die.",0,,
common_voice_en_18492523,Common Voice,The headmaster was a very stern man,0,,
common_voice_en_690352,Common Voice,Keep your shirt on.,0,,
common_voice_en_17265455,Common Voice,Is he a drunkard or what?,1,,
common_voice_en_619544,Common Voice,A half a heelot!,1,,
common_voice_en_95172,Common Voice,You and I were the only ones that kept our heads.,0,,
common_voice_en_683875,Common Voice,Put down that chair!,0,,
common_voice_en_19947406,Common Voice,"The statue depicts the Hindu god Yama, the god of death.",0,,
common_voice_en_17895260,Common Voice,"Security, kick this guy out!",1,,
common_voice_en_19024261,Common Voice,His terrific speed made the first.,0,,
common_voice_en_187677,Common Voice,It's wicked how Lara neglects her pussy cat.,0,,
common_voice_en_567088,Common Voice,Then you'll die in the midst of trying to realize your destiny.,0,,
common_voice_en_21414843,Common Voice,He was and is a sadistic and evil man.,1,,
common_voice_en_19310870,Common Voice,I'm home every evening.,0,,
common_voice_en_17831933,Common Voice,All's well that ends well.,0,,
