FileName,Dataset,FileName,text,label2a,split,Sentiment,Original FileName,Starting,Ending
common_voice_en_20737714,Common Voice,common_voice_en_20737714,"Whitsitt himself was famously quoted as saying that he ""never studied chemistry in college"".",0,0,negative,,,
common_voice_en_21994303,Common Voice,common_voice_en_21994303,nine,0,0,positive,,,
common_voice_en_18277605,Common Voice,common_voice_en_18277605,I care for my elderly mother.,0,0,positive,,,
common_voice_en_636985,Common Voice,common_voice_en_636985,"Air was either entering or escaping at the rim with a thin, sizzling sound.",0,0,negative,,,
common_voice_en_186671,Common Voice,common_voice_en_186671,"First, they tried to find him on their own.",0,0,neutral,,,
common_voice_en_22151148,Common Voice,common_voice_en_22151148,This established Bahrain as an international stage.,0,0,positive,,,
common_voice_en_17343456,Common Voice,common_voice_en_17343456,"I really like the instrumental part, but the vocals are rude.",0,0,negative,,,
common_voice_en_23768953,Common Voice,common_voice_en_23768953,"In response, the Bank of Scotland itself began to open branches throughout Scotland.",0,0,neutral,,,
common_voice_en_481278,Common Voice,common_voice_en_481278,Important information might be missing.,0,0,negative,,,
common_voice_en_680354,Common Voice,common_voice_en_680354,"I wanted to sleep a little longer, he thought.",0,0,negative,,,
common_voice_en_23859551,Common Voice,common_voice_en_23859551,"One release, a gold-selling album called Watch It, Sucker!",0,0,negative,,,
common_voice_en_641569,Common Voice,common_voice_en_641569,"They blow across the world without a birthplace, and with no place to die.",0,0,neutral,,,
common_voice_en_17402898,Common Voice,common_voice_en_17402898,"I sucked at it, but it was much more fun than most normal chess games.",0,0,negative,,,
common_voice_en_246972,Common Voice,common_voice_en_246972,Let the buyer beware.,0,0,negative,,,
common_voice_en_628268,Common Voice,common_voice_en_628268,Wipe the grease off his dirty face.,0,0,neutral,,,
common_voice_en_373902,Common Voice,common_voice_en_373902,That damn mouse could sense my anger.,0,0,negative,,,
common_voice_en_20952885,Common Voice,common_voice_en_20952885,"""Popular Mechanics"" features regular sections on automotive, home, outdoors, science, and technology topics.",0,0,neutral,,,
common_voice_en_18519842,Common Voice,common_voice_en_18519842,Oolong was two hundred and fifty miles from the nearest land.,0,0,neutral,,,
common_voice_en_20296681,Common Voice,common_voice_en_20296681,"Get off, I tell you.",0,0,negative,,,
common_voice_en_4607461,Common Voice,common_voice_en_4607461,Oaks may fall when reeds take the storm.,0,0,neutral,,,
common_voice_en_20758911,Common Voice,common_voice_en_20758911,"Made in March, it would ""keepe all the yeere"".",0,0,negative,,,
common_voice_en_17263819,Common Voice,common_voice_en_17263819,"Darling, we've run out of avocados!",0,0,positive,,,
common_voice_en_21073784,Common Voice,common_voice_en_21073784,"Credits for ""Songs About Jane"" adapted from AllMusic and the album's liner notes.",0,0,positive,,,
common_voice_en_34493,Common Voice,common_voice_en_34493,"They blow across the world without a birthplace, and with no place to die.",0,0,neutral,,,
common_voice_en_655858,Common Voice,common_voice_en_655858,I don't believe it.,0,0,negative,,,
common_voice_en_17928223,Common Voice,common_voice_en_17928223,Down that road is the way to the grain farmer.,0,0,neutral,,,
common_voice_en_18437602,Common Voice,common_voice_en_18437602,There are lots of different ways to be polite in Japanese.,0,0,neutral,,,
common_voice_en_690729,Common Voice,common_voice_en_690729,Are you a hypnotist?,0,0,negative,,,
common_voice_en_150600,Common Voice,common_voice_en_150600,But the boy knew that he was referring to Fatima.,0,0,negative,,,
common_voice_en_19699485,Common Voice,common_voice_en_19699485,There are also remains of the old town walls in several places.,0,0,negative,,,
common_voice_en_39131,Common Voice,common_voice_en_39131,I SHALL MAKE US SOME ICE CUBES.,0,0,positive,,,
common_voice_en_146025,Common Voice,common_voice_en_146025,We've run out of petrol and diesel.,0,0,negative,,,
common_voice_en_655948,Common Voice,common_voice_en_655948,Get out of here.,0,0,negative,,,
common_voice_en_22298720,Common Voice,common_voice_en_22298720,"Furthermore, there is a mild allusion to the Agrabah boss battle in ""Kingdom Hearts"".",0,0,neutral,,,
common_voice_en_18666012,Common Voice,common_voice_en_18666012,"Vainly she cried to herself, ""I must not fail tonight.""",0,0,neutral,,,
common_voice_en_53509,Common Voice,common_voice_en_53509,Then I don't get paid.,0,0,negative,,,
common_voice_en_18263371,Common Voice,common_voice_en_18263371,A solar flare is due within the hour.,0,0,negative,,,
common_voice_en_18164970,Common Voice,common_voice_en_18164970,My husband revealed he was homosexual.,0,0,negative,,,
common_voice_en_199290,Common Voice,common_voice_en_199290,You killed all three of them for nothing.,0,0,negative,,,
common_voice_en_11820179,Common Voice,common_voice_en_11820179,"I like the avenger of the new episode, he really is a badass.",0,0,positive,,,
common_voice_en_69569,Common Voice,common_voice_en_69569,He's already got charge of the bank.,0,0,neutral,,,
train_dia625_utt16,MELD,train_dia625_utt16,So let?óÔé¼Ôäós decide on the spending limit,0,0,neutral,,,
common_voice_en_18473099,Common Voice,common_voice_en_18473099,That damned prize-giving!,0,0,negative,,,
common_voice_en_17585881,Common Voice,common_voice_en_17585881,"I sucked at it, but it was much more fun than most normal chess games.",0,0,negative,,,
common_voice_en_19651281,Common Voice,common_voice_en_19651281,I am used to calling a spade a spade.,0,0,positive,,,
common_voice_en_22275898,Common Voice,common_voice_en_22275898,But he's wrong.,0,0,negative,,,
common_voice_en_18418417,Common Voice,common_voice_en_18418417,Purvis climbed the platform.,0,0,positive,,,
common_voice_en_51762,Common Voice,common_voice_en_51762,A partnership in the strictest sense of the word.,0,0,positive,,,
common_voice_en_430110,Common Voice,common_voice_en_430110,The cat knows well whose lips she licks,0,0,positive,,,
common_voice_en_19654923,Common Voice,common_voice_en_19654923,"Castellesi served as the ""de facto"" if not appointed cardinal protector of England.",0,0,positive,,,
common_voice_en_561462,Common Voice,common_voice_en_561462,"I also use eye tracking, but I'll cover that in a separate post.",0,0,positive,,,
common_voice_en_17153,Common Voice,common_voice_en_17153,Then you'll die in the midst of trying to realize your destiny.,0,0,negative,,,
common_voice_en_18463190,Common Voice,common_voice_en_18463190,Most unconvincing!,0,0,negative,,,
common_voice_en_20759608,Common Voice,common_voice_en_20759608,This was its first major foray into bio-materials.,0,0,positive,,,
common_voice_en_191913,Common Voice,common_voice_en_191913,But I was also stumbling because I couldnÔÇÖt look away from these things.,0,0,neutral,,,
common_voice_en_209763,Common Voice,common_voice_en_209763,It's easy for you to talk.,0,0,negative,,,
common_voice_en_29099,Common Voice,common_voice_en_29099,Just beginning to get an idea what those things mean.,0,0,positive,,,
common_voice_en_688464,Common Voice,common_voice_en_688464,Ask the mastermind!,0,0,negative,,,
common_voice_en_18963021,Common Voice,common_voice_en_18963021,"It also had a ""Perfect Edition"" that came with several music videos.",0,0,positive,,,
common_voice_en_675111,Common Voice,common_voice_en_675111,"In spite of this, I still believed that there were men in Mars.",0,0,neutral,,,
common_voice_en_496071,Common Voice,common_voice_en_496071,Doctor Clark arrived last week.,0,0,neutral,,,
common_voice_en_18423054,Common Voice,common_voice_en_18423054,The G-force pushed him back against the seat.,0,0,negative,,,
common_voice_en_13455,Common Voice,common_voice_en_13455,Do you mind if I wait out here?,0,0,neutral,,,
common_voice_en_18722336,Common Voice,common_voice_en_18722336,"It introduced a dual-channel memory interface to the mainstream market, doubling theoretical bandwidth.",0,0,positive,,,
common_voice_en_21932703,Common Voice,common_voice_en_21932703,It was probably the first royal tomb to be constructed in the valley.,0,0,neutral,,,
common_voice_en_20079881,Common Voice,common_voice_en_20079881,The result of the battles was a crushing Japanese defeat.,0,0,negative,,,
common_voice_en_21858902,Common Voice,common_voice_en_21858902,Its official spokespeople included wheelchair athlete Chantal Petitclerc.,0,0,neutral,,,
common_voice_en_122763,Common Voice,common_voice_en_122763,Women stand on the street.,0,0,neutral,,,
common_voice_en_17247519,Common Voice,common_voice_en_17247519,What do you make of it?,0,0,negative,,,
common_voice_en_188736,Common Voice,common_voice_en_188736,He was planning as he left the bar.,0,0,positive,,,
common_voice_en_620435,Common Voice,common_voice_en_620435,They must have turned off the electricity.,0,0,negative,,,
common_voice_en_577873,Common Voice,common_voice_en_577873,You're probably weak from hunger.,0,0,negative,,,
common_voice_en_222190,Common Voice,common_voice_en_222190,I don't want to kill anybody.,0,0,negative,,,
common_voice_en_23637113,Common Voice,common_voice_en_23637113,"If runners stayed between the sidelines, he tackled them.",0,0,neutral,,,
common_voice_en_23685784,Common Voice,common_voice_en_23685784,"Hitler ordered that the ""Prominente"" were all to be killed.",0,0,negative,,,
common_voice_en_19024261,Common Voice,common_voice_en_19024261,His terrific speed made the first.,0,0,positive,,,
common_voice_en_17831851,Common Voice,common_voice_en_17831851,Let me know by the thirteenth.,0,0,negative,,,
common_voice_en_627193,Common Voice,common_voice_en_627193,Then get out of here.,0,0,negative,,,
common_voice_en_21062811,Common Voice,common_voice_en_21062811,"By nightfall, all French central positions had been captured.",0,0,neutral,,,
LJ050-0096,LJ Speech,LJ050-0096,I ask you to look into this case and take the necessary steps to repair the damage done to me and my family. End quote.,0,0,positive,,,
common_voice_en_18341196,Common Voice,common_voice_en_18341196,The phoenix burst into flames spontaneously.,0,0,positive,,,
common_voice_en_19641542,Common Voice,common_voice_en_19641542,That ferry has long since been discontinued.,0,0,neutral,,,
common_voice_en_17279019,Common Voice,common_voice_en_17279019,"Either way, I think we should be extremely cautious.",0,0,negative,,,
train_dia208_utt6,MELD,train_dia208_utt6,"Oh, damn! I got it on my pants.",0,0,negative,,,
common_voice_en_612123,Common Voice,common_voice_en_612123,I'd die for either of you.,0,0,positive,,,
common_voice_en_18657864,Common Voice,common_voice_en_18657864,He is very likely at Marseille by now.,0,0,neutral,,,
common_voice_en_18134621,Common Voice,common_voice_en_18134621,Where were they when the noise started.,0,0,negative,,,
common_voice_en_17279350,Common Voice,common_voice_en_17279350,There is a fine hard tang in salty air.,0,0,negative,,,
common_voice_en_17919486,Common Voice,common_voice_en_17919486,"Nora finds herself ugly, because she has pimples.",0,0,negative,,,
common_voice_en_22287184,Common Voice,common_voice_en_22287184,He was named Rose Bowl Player of the Game.,0,0,positive,,,
test_dia140_utt6,MELD,test_dia140_utt6,Huh?,0,0,neutral,,,
common_voice_en_21623821,Common Voice,common_voice_en_21623821,Darcy's law describes the flow of water through the flownet.,0,0,positive,,,
common_voice_en_18985823,Common Voice,common_voice_en_18985823,"Holyday also supported reducing the number of councillors, and voted against childcare subsidies.",0,0,neutral,,,
common_voice_en_517734,Common Voice,common_voice_en_517734,It left a greenish streak that glowed for some seconds.,0,0,negative,,,
common_voice_en_21497290,Common Voice,common_voice_en_21497290,The lake receives flow from several smaller tributary lakes.,0,0,neutral,,,
common_voice_en_21721894,Common Voice,common_voice_en_21721894,The Students' Union is a democratic membership organisation.,0,0,positive,,,
common_voice_en_17893785,Common Voice,common_voice_en_17893785,An injury is forgiven better than an injury revenged.,0,0,positive,,,
common_voice_en_514232,Common Voice,common_voice_en_514232,My husband revealed he was homosexual.,0,0,negative,,,
common_voice_en_23977003,Common Voice,common_voice_en_23977003,"She was stripped below the waist, and several men raped her.",0,0,negative,,,
common_voice_en_243894,Common Voice,common_voice_en_243894,Don't go off half-cocked.,0,0,negative,,,
common_voice_en_90011,Common Voice,common_voice_en_90011,What fools these mortals be,0,0,negative,,,
common_voice_en_19762719,Common Voice,common_voice_en_19762719,"Later, Konica manufactured the Koni Omega line.",0,0,positive,,,
common_voice_en_19960161,Common Voice,common_voice_en_19960161,They present sexual dimorphism.,0,0,positive,,,
common_voice_en_400386,Common Voice,common_voice_en_400386,All sat frozen and watched the screen.,0,0,negative,,,
common_voice_en_18323114,Common Voice,common_voice_en_18323114,That's where they cut off the Scottish Chiefs and killed all hands.,0,0,negative,,,
common_voice_en_18341952,Common Voice,common_voice_en_18341952,When I can't see beauty in woman I want to die.,0,0,positive,,,
common_voice_en_20921007,Common Voice,common_voice_en_20921007,He was succeeded in the post of Secretary of War by Timothy Pickering.,0,0,neutral,,,
common_voice_en_177675,Common Voice,common_voice_en_177675,One of us is going to jail!,0,0,negative,,,
common_voice_en_683373,Common Voice,common_voice_en_683373,Elsa knitted furiously.,0,0,negative,,,
common_voice_en_22059479,Common Voice,common_voice_en_22059479,Firefox,0,0,positive,,,
common_voice_en_20048304,Common Voice,common_voice_en_20048304,After the death of Archbishop William Markham.,0,0,positive,,,
common_voice_en_21304278,Common Voice,common_voice_en_21304278,This basic system remains in use today around the world.,0,0,positive,,,
common_voice_en_18487794,Common Voice,common_voice_en_18487794,"Go to school, young man, or you will face a truancy charge!",0,0,negative,,,
common_voice_en_18560150,Common Voice,common_voice_en_18560150,The boy's voice sounded louder in the street below.,0,0,negative,,,
common_voice_en_21753430,Common Voice,common_voice_en_21753430,"Articles in ""konkret"" openly advocated sex with minors.",0,0,negative,,,
common_voice_en_19542488,Common Voice,common_voice_en_19542488,Her children studied under her and are counted with her gifted pupils.,0,0,positive,,,
common_voice_en_22763692,Common Voice,common_voice_en_22763692,"And you are a Jew, you're not athletic.",0,0,negative,,,
common_voice_en_19667773,Common Voice,common_voice_en_19667773,Kelly intervenes and orders him to leave.,0,0,negative,,,
common_voice_en_22298740,Common Voice,common_voice_en_22298740,"The band released two albums, a self-titled debut, and the follow-up ""Behind Enemy Lines"".",0,0,neutral,,,
common_voice_en_18250584,Common Voice,common_voice_en_18250584,Time and tide wait for no man.,0,0,negative,,,
common_voice_en_17854037,Common Voice,common_voice_en_17854037,He left the house and his thoughts behind him.,0,0,neutral,,,
LJ013-0018,LJ Speech,LJ013-0018,"beef, pork, butter, and earthenwares, on all of which they effected insurances.",0,0,neutral,,,
common_voice_en_207554,Common Voice,common_voice_en_207554,The wharf could be seen at the farther shore.,0,0,neutral,,,
common_voice_en_17260444,Common Voice,common_voice_en_17260444,"I like the avenger of the new episode, he really is a badass.",0,0,positive,,,
common_voice_en_19603650,Common Voice,common_voice_en_19603650,He was the first in his family to go to college.,0,0,positive,,,
common_voice_en_20416863,Common Voice,common_voice_en_20416863,"He had been thrown from his horse, which then rolled on top of him.",0,0,negative,,,
common_voice_en_17256164,Common Voice,common_voice_en_17256164,"No, they were selected at random.",0,0,negative,,,
common_voice_en_524613,Common Voice,common_voice_en_524613,You'll be the counselor of the oasis.,0,0,positive,,,
common_voice_en_573197,Common Voice,common_voice_en_573197,"The boy offered his bottle, hoping that the old man would leave him alone.",0,0,negative,,,
common_voice_en_17556359,Common Voice,common_voice_en_17556359,"Yours sincerely, Satan.",0,0,negative,,,
common_voice_en_20298073,Common Voice,common_voice_en_20298073,"Raiden's story differs in the manga, where Angel becomes cybernetic instead of him.",0,0,negative,,,
common_voice_en_17424612,Common Voice,common_voice_en_17424612,She could say no more.,0,0,neutral,,,
common_voice_en_20131870,Common Voice,common_voice_en_20131870,He became a coward and he let king execute his whole family in Kandy.,0,0,negative,,,
common_voice_en_84089,Common Voice,common_voice_en_84089,This man is a window washer.,0,0,positive,,,
common_voice_en_25417,Common Voice,common_voice_en_25417,"When he was a child, that man wanted to travel, too.",0,0,positive,,,
common_voice_en_17954800,Common Voice,common_voice_en_17954800,Make sure you get a doctor's note!,0,0,positive,,,
common_voice_en_17257463,Common Voice,common_voice_en_17257463,"I like the avenger of the new episode, he really is a badass.",0,0,positive,,,
common_voice_en_564667,Common Voice,common_voice_en_564667,Her niece is a diabetic.,0,0,positive,,,
common_voice_en_21411817,Common Voice,common_voice_en_21411817,Allatius was trained as a physician.,0,0,neutral,,,
common_voice_en_213063,Common Voice,common_voice_en_213063,Let me formulate a response to that question.,0,0,neutral,,,
common_voice_en_19945797,Common Voice,common_voice_en_19945797,O'Connor has also been a lobbyist for several defence companies.,0,0,neutral,,,
common_voice_en_19388052,Common Voice,common_voice_en_19388052,The combined church has since closed.,0,0,negative,,,
common_voice_en_17831863,Common Voice,common_voice_en_17831863,One man's meat is another man's poison.,0,0,negative,,,
common_voice_en_20052393,Common Voice,common_voice_en_20052393,However Belgian career diplomat Koen Vervaeke was appointed to this role instead.,0,0,positive,,,
common_voice_en_17252814,Common Voice,common_voice_en_17252814,"Hey look, a flying pig!",0,0,positive,,,
common_voice_en_18961010,Common Voice,common_voice_en_18961010,Baerga began to develop problems with his knees.,0,0,negative,,,
common_voice_en_606248,Common Voice,common_voice_en_606248,Put down that chair!,0,0,negative,,,
common_voice_en_17825239,Common Voice,common_voice_en_17825239,Let's hope you don't have to vomit.,0,0,positive,,,
test_dia260_utt4,MELD,test_dia260_utt4,"Ooh, you nailed the Old Lady!",0,0,positive,,,
common_voice_en_19743462,Common Voice,common_voice_en_19743462,This school has since been renamed as the Farleigh School.,0,0,neutral,,,
common_voice_en_11120421,Common Voice,common_voice_en_11120421,She was kind to sick old people.,0,0,neutral,,,
common_voice_en_17725316,Common Voice,common_voice_en_17725316,What is the meaning of this?,0,0,negative,,,
common_voice_en_17265704,Common Voice,common_voice_en_17265704,"Jerk the cord, and out tumbles the gold.",0,0,negative,,,
common_voice_en_585020,Common Voice,common_voice_en_585020,It's a simple story.,0,0,neutral,,,
common_voice_en_139827,Common Voice,common_voice_en_139827,"You'll live, and you'll learn that a man shouldn't be so stupid.",0,0,positive,,,
common_voice_en_20497907,Common Voice,common_voice_en_20497907,Humidity increases in the months of April and June.,0,0,neutral,,,
common_voice_en_106721,Common Voice,common_voice_en_106721,Your government is counting on you.,0,0,positive,,,
common_voice_en_505732,Common Voice,common_voice_en_505732,Kid playing near water fountain,0,0,negative,,,
common_voice_en_19974171,Common Voice,common_voice_en_19974171,Fifty were built.,0,0,positive,,,
common_voice_en_17254497,Common Voice,common_voice_en_17254497,"The diver forced open the oyster, revealing a shimmering pearl.",0,0,neutral,,,
common_voice_en_609310,Common Voice,common_voice_en_609310,Are you going to live with your mother?,0,0,positive,,,
common_voice_en_106746,Common Voice,common_voice_en_106746,No more we live like pigs in the field.,0,0,negative,,,
common_voice_en_655302,Common Voice,common_voice_en_655302,The crowd swayed a little as I elbowed my way through.,0,0,neutral,,,
common_voice_en_17279909,Common Voice,common_voice_en_17279909,"If you lie down with dogs, you'll get up with fleas.",0,0,negative,,,
common_voice_en_211577,Common Voice,common_voice_en_211577,Machine gun fire awoke the fugitives and sent them into a frenzy.,0,0,neutral,,,
common_voice_en_19578837,Common Voice,common_voice_en_19578837,They attempt to kill each other by sticking them to another player's body.,0,0,negative,,,
common_voice_en_625703,Common Voice,common_voice_en_625703,"Television can make you dumb, but it can also be good education.",0,0,negative,,,
common_voice_en_17815509,Common Voice,common_voice_en_17815509,What a bummer!,0,0,negative,,,
common_voice_en_18409672,Common Voice,common_voice_en_18409672,It's also got the greatest chance of you getting locked in a cellar again.,0,0,neutral,,,
LJ010-0204,LJ Speech,LJ010-0204,"to wear a black crape mask, to obey punctually the orders of their commander-in-chief,",0,0,negative,,,
common_voice_en_18139515,Common Voice,common_voice_en_18139515,Watching the parody was great entertainment.,0,0,positive,,,
common_voice_en_18667774,Common Voice,common_voice_en_18667774,You might as well try to catch a Bandersnatch!,0,0,negative,,,
common_voice_en_19050333,Common Voice,common_voice_en_19050333,"In fact, he does go mad in one episode.",0,0,neutral,,,
common_voice_en_592345,Common Voice,common_voice_en_592345,The place is so full of cockroaches.,0,0,negative,,,
common_voice_en_18712333,Common Voice,common_voice_en_18712333,The fault lies in being willing to run the risk.,0,0,negative,,,
LJ012-0108,LJ Speech,LJ012-0108,"There was a hunt for the two well-known house-breakers, who were eventually heard of at a lodging in Kennington.",0,0,positive,,,
common_voice_en_101865,Common Voice,common_voice_en_101865,The boy saw a man appear behind the counter.,0,0,negative,,,
common_voice_en_530368,Common Voice,common_voice_en_530368,We sharpened our wits at university so we could handle this crisis.,0,0,neutral,,,
common_voice_en_19519168,Common Voice,common_voice_en_19519168,Carbolabs produces research quantities of chemicals produced by phosgenation reactions.,0,0,positive,,,
common_voice_en_19635146,Common Voice,common_voice_en_19635146,"It will not be a millennium of man's devising, however.",0,0,neutral,,,
common_voice_en_201390,Common Voice,common_voice_en_201390,"They were both silent for a time, observing the plaza and the townspeople.",0,0,negative,,,
common_voice_en_675462,Common Voice,common_voice_en_675462,"""Everyone on earth has a treasure that awaits him,"" his heart said.",0,0,positive,,,
common_voice_en_18496301,Common Voice,common_voice_en_18496301,"How old are you, mother.",0,0,negative,,,
common_voice_en_17392539,Common Voice,common_voice_en_17392539,"Television can make you dumb, but it can also be good education.",0,0,negative,,,
common_voice_en_506677,Common Voice,common_voice_en_506677,You ought to stay over.,0,0,negative,,,
common_voice_en_22150222,Common Voice,common_voice_en_22150222,The rear of the building backs out on the Sparks Street pedestrian mall.,0,0,neutral,,,
common_voice_en_207618,Common Voice,common_voice_en_207618,I only interpret dreams.,0,0,neutral,,,
common_voice_en_14455,Common Voice,common_voice_en_14455,"There were really, I think, two or three hundred people elbowing one another.",0,0,negative,,,
common_voice_en_18034263,Common Voice,common_voice_en_18034263,"""We havenÔÇÖt reached our target yet"", said the boss.",0,0,neutral,,,
common_voice_en_20670649,Common Voice,common_voice_en_20670649,Four little boy pigs and four little girl pigs are altogether too many.,0,0,negative,,,
common_voice_en_45055,Common Voice,common_voice_en_45055,I thought the unscrewing might be automatic.,0,0,negative,,,
common_voice_en_23961,Common Voice,common_voice_en_23961,Get your guns out.,0,0,negative,,,
common_voice_en_18507305,Common Voice,common_voice_en_18507305,I came for information more out of curiosity than anything else.,0,0,negative,,,
common_voice_en_18985611,Common Voice,common_voice_en_18985611,He studied drama at the University of Cape Town.,0,0,neutral,,,
common_voice_en_23646532,Common Voice,common_voice_en_23646532,Conical cores have a definite pattern.,0,0,neutral,,,
common_voice_en_65641,Common Voice,common_voice_en_65641,That woman stole my purse!,0,0,neutral,,,
common_voice_en_21270542,Common Voice,common_voice_en_21270542,Commercial producers use vegetable oils instead of butter.,0,0,neutral,,,
common_voice_en_215308,Common Voice,common_voice_en_215308,Don't you know that girl's very sick?,0,0,negative,,,
common_voice_en_17258374,Common Voice,common_voice_en_17258374,How often has the train been late?,0,0,negative,,,
common_voice_en_2409873,Common Voice,common_voice_en_2409873,He who wronged you will hate you.,0,0,negative,,,
common_voice_en_611274,Common Voice,common_voice_en_611274,Her jeans have holes in them.,0,0,negative,,,
common_voice_en_17956886,Common Voice,common_voice_en_17956886,"I saw Louis the other day, he was super concerned about you.",0,0,neutral,,,
common_voice_en_18429755,Common Voice,common_voice_en_18429755,"Good morning, I'd like to book a holiday.",0,0,positive,,,
common_voice_en_19624782,Common Voice,common_voice_en_19624782,Sometimes it's a certified jerk-off.,0,0,negative,,,
common_voice_en_69570,Common Voice,common_voice_en_69570,I'm going to build skyscrapers a hundred stories high.,0,0,positive,,,
common_voice_en_623674,Common Voice,common_voice_en_623674,"""You're the one who may die,"" the alchemist said.",0,0,positive,,,
common_voice_en_17256831,Common Voice,common_voice_en_17256831,"Well, I think so.",0,0,negative,,,
common_voice_en_19848198,Common Voice,common_voice_en_19848198,Several species are grown as houseplants for their patterned leaves and brightly coloured inflorescences.,0,0,positive,,,
common_voice_en_18825576,Common Voice,common_voice_en_18825576,"For the Brainchild side project, Klayton used the alias Tox.",0,0,positive,,,
common_voice_en_510445,Common Voice,common_voice_en_510445,The new highway is expected to cost nine point two four million dollars.,0,0,negative,,,
common_voice_en_21939820,Common Voice,common_voice_en_21939820,no,0,0,negative,,,
common_voice_en_18974771,Common Voice,common_voice_en_18974771,It sentenced Europeans to death for spreading Catholicism among Han Chinese and Manchus.,0,0,negative,,,
common_voice_en_17283520,Common Voice,common_voice_en_17283520,"Darling, we've run out of avocados!",0,0,positive,,,
common_voice_en_126671,Common Voice,common_voice_en_126671,Shame on you and get off my front porch!,0,0,negative,,,
common_voice_en_17247686,Common Voice,common_voice_en_17247686,"As a workaround, we could use application specific profiles.",0,0,neutral,,,
common_voice_en_18870457,Common Voice,common_voice_en_18870457,Hotbody had a long-running feud with Tony Stetson.,0,0,neutral,,,
common_voice_en_516495,Common Voice,common_voice_en_516495,"Then suddenly, they kneel and die.",0,0,negative,,,
common_voice_en_140584,Common Voice,common_voice_en_140584,"It was, however, still so hot from its flight through the air.",0,0,negative,,,
common_voice_en_21343866,Common Voice,common_voice_en_21343866,"Turf Moor, the home of Burnley Football Club, can be seen from the ground.",0,0,positive,,,
common_voice_en_151609,Common Voice,common_voice_en_151609,Then he turned to the boy.,0,0,neutral,,,
common_voice_en_17551880,Common Voice,common_voice_en_17551880,"Phil, will you take a stance on this matter?",0,0,neutral,,,
common_voice_en_17756989,Common Voice,common_voice_en_17756989,"Our bitch had puppies, do you want one?",0,0,positive,,,
common_voice_en_16183596,Common Voice,common_voice_en_16183596,"You canÔÇÖt do that, it is written in our contract.",0,0,negative,,,
common_voice_en_482472,Common Voice,common_voice_en_482472,I only interpret dreams.,0,0,neutral,,,
train_dia488_utt1,MELD,train_dia488_utt1,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",0,0,neutral,,,
common_voice_en_18884064,Common Voice,common_voice_en_18884064,"Fort Stockton was served by the Kansas City, Mexico and Orient Railway.",0,0,neutral,,,
common_voice_en_23895672,Common Voice,common_voice_en_23895672,The first three marriages ended in divorce.,0,0,negative,,,
common_voice_en_20474351,Common Voice,common_voice_en_20474351,Dingman named his original plot of land Dingman's Choice.,0,0,neutral,,,
common_voice_en_20918411,Common Voice,common_voice_en_20918411,"For his part, Mellon did not ask for the return of any money.",0,0,negative,,,
common_voice_en_18136782,Common Voice,common_voice_en_18136782,"""How many hens are there for one cock?"", I asked the farmer.",0,0,negative,,,
common_voice_en_19944649,Common Voice,common_voice_en_19944649,She is a feminist.,0,0,positive,,,
common_voice_en_19769666,Common Voice,common_voice_en_19769666,The Paoli High School mascot is a pug.,0,0,negative,,,
common_voice_en_20088807,Common Voice,common_voice_en_20088807,"The team, later nicknamed Magnificent Seven, dominated the team competition.",0,0,positive,,,
common_voice_en_23615235,Common Voice,common_voice_en_23615235,"The Visigoths, in turn, were succeeded by the Moors.",0,0,negative,,,
common_voice_en_565615,Common Voice,common_voice_en_565615,"Bakers have homes, while shepherds sleep out in the open.",0,0,positive,,,
common_voice_en_18274645,Common Voice,common_voice_en_18274645,Let's hope you don't have to vomit.,0,0,positive,,,
common_voice_en_19890309,Common Voice,common_voice_en_19890309,To progress through this game the player must establish sources of food and water.,0,0,neutral,,,
common_voice_en_22297888,Common Voice,common_voice_en_22297888,The rebels accuse Deby of corruption and embezzling millions in oil revenue.,0,0,negative,,,
common_voice_en_18998632,Common Voice,common_voice_en_18998632,An alliance with Bulgaria failed to secure any gains for the Byzantine empire.,0,0,negative,,,
common_voice_en_24036793,Common Voice,common_voice_en_24036793,The pain caused to innocent people is unimaginable.,0,0,negative,,,
common_voice_en_22178619,Common Voice,common_voice_en_22178619,zero,0,0,negative,,,
common_voice_en_681552,Common Voice,common_voice_en_681552,I would have won the Junior Olympics if not for those medaling kids.,0,0,neutral,,,
common_voice_en_66911,Common Voice,common_voice_en_66911,Are you going to live with your mother?,0,0,positive,,,
common_voice_en_17874086,Common Voice,common_voice_en_17874086,A toad and a frog are hard to tell apart.,0,0,negative,,,
common_voice_en_19475245,Common Voice,common_voice_en_19475245,A constant current input will therefore produce a linearly increasing output.,0,0,positive,,,
common_voice_en_197479,Common Voice,common_voice_en_197479,"""I'm an adventurer, looking for treasure,"" he said to himself.",0,0,positive,,,
common_voice_en_18220967,Common Voice,common_voice_en_18220967,The clock in the town center was damaged by a lightning strike.,0,0,negative,,,
common_voice_en_21130602,Common Voice,common_voice_en_21130602,The complex is operated by the state of New York.,0,0,neutral,,,
common_voice_en_21573421,Common Voice,common_voice_en_21573421,The Dagda was an ancient Irish deity.,0,0,positive,,,
common_voice_en_20621059,Common Voice,common_voice_en_20621059,Green's forthright commentary style has often divided opinion among radio listeners.,0,0,neutral,,,
common_voice_en_19761317,Common Voice,common_voice_en_19761317,For a list of titles please see the version of this page.,0,0,neutral,,,
common_voice_en_18442274,Common Voice,common_voice_en_18442274,A nephew's love made me overlook the slur.,0,0,positive,,,
